Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
410.23,48.6,17.863,53.3,1.9,7.1
410.36,42.2,60.877,51.3,-1.1,3.2
410.49,23.5,27.4,57.56,0.96,9.06
410.57,33.9,29.0,,-1.74,6.8
411.08,47.1,28.0,56.68,0.03,7.6
411.1,39.5,59.856,47.3,-1.0,3.4
411.28,49.1,16.733,47.0,1.8,12.1
411.33,37.1,33.6,50.36,-1.15,6.04
411.59,37.3,17.123,62.8,3.7,5.9
411.73,36.9,34.0,52.76,-1.38,6.04
411.92,52.8,21.508,49.4,1.8,3.2
412.09,47.0,49.045,46.7,-1.0,1.6
412.14,34.9,27.6,54.85,-1.27,7.43
412.14,34.9,27.6,54.85,-1.27,7.43
412.26,31.7,23.8,54.11,0.37,9.53
412.4,39.0,19.0,24.7,0.06,1.84
413.07,35.8,31.8,53.31,-1.55,6.19
413.12,48.3,11.886,44.1,9.0,-4.9
413.67,34.5,46.665,33.5,0.4,-0.6
413.9,47.1,27.2,46.28,-1.51,6.03
414.15,58.1,15.434,46.8,1.8,4.0
414.4,35.5,29.4,55.22,0.36,9.09
415.24,38.6,22.4,55.38,-0.89,9.84
416.03,32.8,33.4,46.29,-0.46,9.56
416.74,39.2,29.2,51.66,-1.87,6.31
416.85,55.9,17.909,51.8,1.5,3.2
417.44,37.2,24.2,53.72,0.21,10.2
418.04,30.6,26.2,48.53,-0.39,10.8
418.17,35.3,29.0,51.45,-0.99,7.09
418.18,40.0,20.6,58.2,-0.57,6.9
418.42,49.0,20.946,49.9,2.2,5.0
418.69,58.6,16.072,54.1,1.3,4.3
418.73,32.5,25.8,53.64,-1.21,7.26
418.88,43.1,30.0,34.25,-0.71,2.8
418.89,32.7,26.4,51.89,-0.02,7.99
419.51,38.7,29.8,44.35,-0.26,4.15
420.14,34.3,29.4,55.96,-1.43,8.54
420.17,31.1,28.2,55.24,0.03,9.62
420.35,46.4,34.8,43.37,-1.36,6.52
420.35,50.5,50.145,45.0,-0.9,-0.9
420.35,46.4,34.8,43.37,-1.36,6.52
420.5,38.6,55.49,48.5,-1.5,3.8
420.78,37.8,24.6,58.49,-0.11,9.14
421.45,8.3,26.4,40.34,-0.19,1.14
421.45,8.3,26.4,40.34,-0.19,1.14
421.51,39.8,26.0,55.72,-1.5,7.83
421.59,51.2,13.648,64.2,3.0,7.4
421.65,35.9,24.8,53.76,0.3,10.54
421.65,35.9,24.8,53.76,0.3,10.54
421.95,56.2,19.627,46.4,1.6,2.7
422.06,33.2,25.0,50.44,-0.21,10.04
422.25,35.8,25.0,51.63,-0.29,9.46
422.75,6.1,12.8,45.07,0.8,1.49
422.75,6.1,12.8,45.07,0.8,1.49
422.89,43.6,9.88,52.3,2.8,6.1
422.92,34.4,34.0,55.33,-0.04,9.18
422.96,38.2,32.6,49.28,-1.71,9.52
423.31,45.3,40.018,45.2,-0.9,3.7
423.75,57.1,15.424,49.7,1.8,0.0
423.8,37.9,30.0,46.33,-0.63,8.48
424.08,33.4,26.6,49.82,-0.09,9.26
424.08,33.4,26.6,49.82,-0.09,9.26
424.79,36.0,31.4,50.88,-0.9,8.57
425.1,35.6,30.8,49.61,-1.94,8.97
425.86,33.0,29.6,51.22,-1.79,9.98
425.89,39.7,29.6,48.19,-0.86,10.22
426.32,37.8,24.4,56.29,-0.12,11.85
426.41,55.7,17.654,51.8,1.2,5.2
426.83,35.0,23.4,45.18,-0.82,9.32
426.83,35.0,23.4,45.18,-0.82,9.32
427.07,41.2,60.906,52.4,-1.2,-0.1
427.44,36.8,26.0,56.37,0.5,11.19
427.63,35.8,34.4,52.55,-1.41,8.22
427.63,35.8,34.4,52.55,-1.41,8.22
427.84,46.3,41.413,45.8,-1.6,4.4
428.03,33.2,27.8,50.13,0.4,9.44
428.13,39.8,20.18,44.6,3.2,8.8
428.26,55.9,18.161,42.7,1.0,6.1
428.52,42.7,32.6,50.7,-1.07,6.08
429.3,45.3,57.076,47.6,-1.6,1.5
429.54,31.3,29.8,51.89,-1.44,8.67
429.68,33.2,25.4,51.91,0.02,9.37
429.79,30.9,21.4,52.58,-0.8,8.03
430.34,34.2,32.2,52.79,0.34,9.02
430.57,31.3,34.4,55.24,-1.49,7.95
430.99,55.3,20.979,50.5,1.4,1.5
431.11,52.1,12.994,62.7,2.8,7.3
431.61,34.3,25.8,47.35,-0.51,6.6
432.08,32.8,24.2,56.27,-0.98,9.81
432.31,45.4,55.113,43.5,-2.0,2.5
432.94,56.2,17.738,50.1,1.8,5.8
433.17,34.6,28.2,52.96,-0.89,8.15
433.64,36.7,32.6,51.36,-1.75,7.58
434.64,40.2,25.6,46.07,-0.91,5.28
435.19,31.0,27.2,49.78,-0.12,8.61
435.61,55.1,20.162,50.6,1.5,5.4
435.76,44.7,57.378,48.4,-1.6,1.6
435.8,27.8,31.8,54.49,0.0,8.58
435.8,27.8,31.8,54.49,0.0,8.58
435.88,33.7,24.8,56.87,-1.13,9.04
436.63,43.9,36.4,47.12,-1.23,6.29
436.82,32.0,19.2,57.93,0.5,10.44
436.9,32.5,21.8,54.75,-1.25,7.84
437.7,54.6,25.017,52.2,2.1,3.9
437.93,33.6,24.6,52.77,0.24,8.7
438.05,36.1,32.6,51.59,-1.06,6.7
438.18,46.6,14.608,61.1,3.2,11.6
439.11,37.7,27.6,50.09,-0.71,6.38
439.33,44.4,58.015,44.6,-1.2,1.6
439.37,35.7,30.4,60.72,-0.81,3.67
439.37,35.7,30.4,60.72,-0.81,3.67
440.39,53.8,22.739,49.9,1.3,4.9
440.39,53.8,22.739,49.9,1.3,4.9
440.72,51.6,13.96,36.6,2.2,-1.7
440.73,30.3,24.0,53.21,-1.63,8.06
440.83,35.5,29.8,47.83,-1.26,8.23
442.22,33.5,32.8,50.31,-0.65,8.41
442.27,52.6,27.304,49.6,1.3,5.9
442.34,38.1,35.2,54.47,-0.63,7.32
442.35,33.2,11.857,44.4,2.9,4.4
442.35,45.7,58.322,41.9,-1.7,1.4
442.85,46.3,16.647,56.9,2.7,6.6
444.03,31.8,27.4,51.23,-1.37,9.73
444.63,36.5,20.6,56.75,0.54,9.94
444.63,36.5,20.6,56.75,0.54,9.94
445.09,53.5,29.775,47.0,1.4,4.8
445.38,49.5,43.655,46.9,-1.8,2.7
445.41,32.9,28.4,54.6,-1.29,7.85
446.44,29.4,21.8,51.77,0.28,7.94
446.68,31.1,19.8,49.73,0.38,8.41
446.68,31.1,19.8,49.73,0.38,8.41
447.08,53.1,22.534,51.7,1.6,4.6
447.73,47.6,14.37,54.0,2.3,6.8
447.76,32.8,25.2,48.45,0.1,7.15
447.81,44.8,22.94,33.2,-0.9,5.6
447.87,32.7,29.4,51.07,-0.8,7.18
449.22,34.6,35.4,51.84,-1.04,7.5
449.3,29.9,21.2,53.43,0.24,6.69
449.3,29.9,21.2,53.43,0.24,6.69
449.72,53.4,23.402,44.0,1.5,6.7
450.28,34.2,30.2,53.0,-0.16,10.24
450.64,32.3,30.4,51.15,-0.96,6.8
450.81,43.3,22.433,58.5,-1.6,6.5
451.28,54.3,19.194,44.3,1.8,7.0
451.57,38.9,35.0,46.83,-0.25,6.88
451.68,39.1,33.6,46.78,-1.19,4.39
451.69,53.4,19.458,51.7,0.8,10.3
453.07,31.6,23.8,54.09,-0.24,9.39
453.56,38.6,27.4,52.42,-0.38,7.52
453.81,40.8,56.016,39.6,-1.6,2.3
454.37,53.9,21.175,47.6,1.5,7.0
454.9,32.9,26.8,56.75,0.33,9.32
454.92,36.5,31.4,31.32,0.61,4.62
455.24,39.8,27.0,50.72,-0.12,8.7
455.34,34.8,30.2,58.05,0.06,9.79
456.12,33.4,26.0,50.33,0.23,6.56
456.33,54.3,19.411,59.6,2.1,4.4
456.7,39.8,25.6,49.58,-0.4,9.23
457.39,49.6,53.186,46.2,-1.0,2.1
457.4,34.2,30.0,46.94,-0.3,7.31
457.4,34.2,30.0,46.94,-0.3,7.31
457.55,39.8,25.2,55.52,-0.29,9.26
457.69,46.4,25.044,37.8,2.8,-1.4
457.69,46.4,25.044,37.8,2.8,-1.4
458.92,30.3,44.12,35.7,0.0,1.4
458.92,41.9,19.2,54.97,-0.76,10.21
459.12,47.9,12.661,62.2,2.7,5.2
459.15,33.8,30.4,49.02,0.06,8.36
459.17,54.9,17.875,51.5,0.8,5.6
459.98,26.4,12.401,49.3,2.5,4.1
460.23,31.8,29.4,54.06,0.3,8.08
460.42,41.7,22.8,48.16,-0.53,7.01
460.82,45.6,23.907,47.7,2.5,9.8
460.82,45.6,23.907,47.7,2.5,9.8
461.11,54.2,19.374,49.2,2.0,5.9
461.63,31.4,28.4,52.48,-0.18,7.74
461.72,49.5,14.917,62.1,2.8,5.5
461.93,19.8,17.764,42.9,2.4,0.0
462.03,39.9,23.8,53.79,-0.68,8.3
462.16,38.86666666666667,29.242,42.6,-1.2,6.2
462.59,31.2,38.713,46.3,-1.1,6.8
462.61,55.1,16.828,54.0,1.8,6.0
462.79,42.6,53.56,43.7,-1.2,2.4
462.79,42.6,53.56,43.7,-1.2,2.4
463.06,38.7,49.4,48.83,-0.87,5.29
463.13,29.8,23.4,57.48,0.66,11.4
464.28,51.7,18.577,47.2,0.9,6.6
464.34,27.8,35.8,46.93,-0.06,7.32
464.67,51.4,21.161,48.1,1.9,3.1
464.67,51.4,21.161,48.1,1.9,3.1
464.98,34.0,19.0,24.7,0.06,1.84
465.13,53.6,15.191,54.2,2.0,6.5
465.13,53.6,15.191,54.2,2.0,6.5
465.67,35.1,25.2,46.16,0.67,6.67
465.77,32.0,23.2,53.92,-0.15,7.96
465.77,32.0,23.2,53.92,-0.15,7.96
466.05,54.4,16.668,53.1,1.2,8.5
466.05,54.4,16.668,53.1,1.2,8.5
466.14,42.8,41.306,43.4,-2.0,6.6
467.0,31.9,20.6,50.68,-0.15,7.61
467.4,44.1,30.484,39.1,2.8,9.2
467.5,45.9,33.267,48.2,-1.4,4.7
468.0,40.6,30.4,51.81,-0.1,9.24
468.03,42.2,33.8,37.02,-2.16,3.1
468.73,53.7,16.271,46.3,2.0,4.5
469.0,48.0,51.718,48.2,-1.1,1.0
469.12,38.5,36.4,40.18,-2.2,4.09
469.45,33.1,31.4,44.39,-0.36,6.78
469.76,41.9,19.0,24.7,0.06,1.84
470.76,48.4,14.297,38.4,2.1,1.5
471.17,34.5,24.0,54.14,0.5,9.42
471.97,55.8,16.94,47.2,1.9,8.4
472.07,34.6,31.4,53.51,-0.31,8.99
474.4,23.1,24.8,46.07,0.41,7.06
474.95,34.2,33.8,41.88,-0.6,7.8
474.95,34.2,33.8,41.88,-0.6,7.8
475.02,39.6,21.0,28.8,-0.25,0.85
475.02,39.6,21.0,28.8,-0.25,0.85
475.29,30.6,32.2,52.31,-0.81,6.84
475.37,55.8,13.628,46.4,1.4,7.1
475.97,35.6,37.08,43.7,-0.9,3.6
476.27,29.8,32.2,52.77,-0.25,6.52
476.41,35.6,35.2,42.15,-1.03,2.9
476.52,34.6,23.6,44.4,0.28,7.68
476.53,48.4,14.521,62.0,3.1,8.5
477.41,36.7,28.6,44.06,-0.79,3.46
477.41,36.7,28.6,44.06,-0.79,3.46
477.65,29.7,19.6,51.67,0.78,9.94
477.91,49.5,38.185,47.3,2.7,5.5
478.35,56.6,14.425,46.6,2.1,7.6
478.37,42.2,37.6,43.26,-1.34,3.25
478.4,32.0,39.2,49.33,0.15,8.56
478.97,39.6,27.617,50.6,-1.5,7.0
479.01,28.5,30.2,55.53,0.36,8.77
479.24,42.5,39.8,42.67,-1.72,4.16
479.31,29.5,23.2,60.97,0.42,11.44
479.59,52.0,8.417,62.0,2.8,5.1
479.65,40.3,37.6,38.85,-0.8,1.73
479.98,34.9,25.4,54.72,0.04,8.94
480.35,43.3,39.256,49.7,-1.5,6.6
480.73,28.1,39.0,52.09,-0.67,8.84
481.57,27.6,13.811,31.8,2.8,-3.5
482.16,60.9,13.398,56.8,1.9,7.1
482.22,28.0,29.0,49.75,-0.89,7.21
482.54,25.9,27.0,52.52,0.76,9.24
483.02,33.4,37.2,51.41,1.01,9.88
483.29,47.4,53.673,45.0,-2.0,4.0
483.76,34.4,34.8,45.97,-0.17,6.11
484.15,46.5,13.847,60.8,2.9,8.9
484.58,37.8,34.6,50.0,-0.61,6.36
485.06,62.0,13.674,45.1,1.8,2.0
485.39,47.3,48.819,48.2,-1.2,1.6
485.42,37.0,27.6,53.84,1.2,10.48
485.42,37.0,27.6,53.84,1.2,10.48
485.82,29.2,20.4,58.0,-0.23,8.54
486.11,47.7,11.592,39.8,2.9,5.2
486.11,47.7,11.592,39.8,2.9,5.2
486.56,24.9,31.2,56.79,-0.04,8.35
486.65,37.9,36.0,41.39,-0.95,3.16
487.03,27.6,22.6,52.18,-0.57,9.74
487.15,42.6,49.8,49.04,-1.32,5.8
487.36,57.7,14.393,51.4,1.0,6.6
488.22,30.1,26.0,52.52,-0.8,7.36
488.26,29.8,31.6,46.69,0.57,8.46
488.71,31.9,32.8,47.36,0.29,6.05
489.25,40.9,41.523,40.3,-1.0,3.7
489.25,40.9,41.523,40.3,-1.0,3.7
489.97,38.0,58.225,38.6,0.1,-0.5
490.06,38.7,26.60333333333333,51.1,-1.6,6.7
490.08,36.7,26.60333333333333,51.1,-1.6,6.7
491.15,32.0,28.6,48.48,-0.05,8.74
491.84,58.4,13.788,39.0,1.8,2.9
492.27,18.4,30.8,53.99,0.51,8.64
492.53,32.7,24.4,56.78,0.89,9.25
494.22,28.0,22.8,43.15,-0.69,2.49
494.4,26.1,32.0,57.86,-0.58,6.55
494.53,47.6,19.96,57.333333333333336,2.4666666666666663,9.733333333333333
494.56,38.7,35.8,42.58,0.04,6.75
494.81,58.8,19.138,44.7,1.6,8.8
495.2,46.0,54.529,47.9,-0.8,0.7
496.15,32.6,26.4,58.83,0.69,9.5
496.15,32.6,26.4,58.83,0.69,9.5
496.28,38.1,22.8,54.98,1.14,9.13
496.96,42.5,28.4,43.6,-1.05,5.44
496.96,42.5,28.4,43.6,-1.05,5.44
497.28,23.5,20.6,59.41,0.04,10.75
497.34,56.1,16.575,43.1,1.7,4.9
497.47,30.6,34.0,51.39,-0.07,7.13
497.63,49.3,13.13,43.7,1.6,1.8
498.45,22.9,24.4,51.32,0.08,8.04
498.67,23.4,28.6,55.88,0.43,9.06
499.67,26.5,31.2,60.3,0.65,9.45
500.06,32.1,58.225,46.6,-0.5,1.3
500.17,27.2,27.4,56.91,0.61,9.76
500.35,48.8,12.528,66.4,1.9,4.8
500.71,25.4,21.2,53.69,0.45,9.29
500.92,42.2,23.841,25.3,2.9,-6.2
501.41,44.6,55.48,48.1,-0.8,0.9
501.48,56.8,14.484,52.9,1.7,4.8
502.56,35.5,23.6,50.24,0.83,10.33
503.42,49.6,11.434,48.5,11.3,-4.3
503.46,2.1,29.4,38.97,-0.93,1.14
503.5,51.2,13.508,59.3,2.7,5.7
503.5,24.7,27.0,38.49,0.63,4.59
504.47,51.7,21.881,41.1,3.3,-5.0
504.73,32.9,21.8,56.31,0.16,10.52
505.39,49.9,54.183,38.8,-0.5,-0.5
506.06,51.9,12.61,45.2,1.4,1.9
506.18,22.2,27.0,58.27,0.44,8.66
506.24,37.4,28.4,43.6,-1.05,5.44
506.24,37.4,28.4,43.6,-1.05,5.44
506.64,55.5,26.906,42.5,2.4,5.1
507.21,23.9,21.2,52.54,0.99,8.37
507.88,31.5,24.0,52.56,0.49,9.66
508.33,51.1,9.327,63.2,2.7,9.0
508.56,35.0,30.6,47.65,-1.01,6.13
509.25,51.8,16.621,61.9,2.8,4.0
509.98,39.1,32.2,46.07,-1.26,5.7
510.04,32.3,59.093,45.9,-0.5,1.0
510.57,32.6,31.4,42.81,-1.19,3.48
510.57,33.0,30.4,46.55,1.15,9.37
511.21,54.8,22.598,42.4,2.3,0.5
511.28,53.2,14.757,45.8,1.8,3.5
511.28,53.2,14.757,45.8,1.8,3.5
511.57,37.1,31.4,48.57,-1.05,5.26
511.7,31.9,25.6,49.71,0.54,7.97
512.17,36.3,42.8,38.23,-0.64,1.82
512.31,35.3,33.6,45.12,-1.15,4.46
513.5,32.5,40.8,38.62,-1.02,3.41
514.02,27.0,22.0,69.25,-0.11,4.29
514.26,43.8,46.906,35.3,0.2,1.0
514.29,39.7,32.6,42.85,-0.98,4.9
514.94,38.6,23.4,53.57,1.16,11.09
515.85,53.4,7.721,61.8,2.2,5.6
515.97,52.1,38.857,41.7,2.6,7.0
515.97,52.1,38.857,41.7,2.6,7.0
516.04,37.5,41.8,45.19,-1.26,6.14
516.12,49.5,42.694,37.3,2.2,4.8
516.95,4.2,48.2,54.58,5.93,11.64
517.4,38.8,38.0,44.55,-0.6,4.72
517.49,8.7,41.6,54.58,5.93,11.64
517.99,51.7,46.031,40.9,2.4,10.8
518.54,45.6,9.778,62.8,2.9,8.7
518.74,50.5,11.04,61.0,1.7,4.9
520.69,20.1,29.2,27.74,-0.77,1.84
521.01,53.4,21.001,40.7,2.3,2.2
521.4,50.5,28.8,38.34,-1.02,0.74
521.83,15.3,10.28,33.9,2.3,1.5
521.89,51.7,11.804,68.3,2.6,5.2
522.31,25.5,21.6,61.48,-0.39,7.68
523.52,28.7,25.6,48.86,0.68,9.4
523.91,49.0,21.648,26.1,3.6,-5.7
523.96,50.1,54.407,45.9,-0.4,-0.4
524.34,52.1,11.269,68.6,2.7,5.1
524.84,29.3,25.2,50.54,0.07,6.34
525.62,53.9,12.371,69.2,1.9,5.2
526.3,31.5,27.4,40.03,0.27,7.68
527.42,44.6,27.318,31.0,2.6,-2.1
527.7,27.9,27.8,49.15,0.43,7.28
528.63,29.1,24.6,48.72,-0.15,8.68
528.95,53.3,9.971,69.2,2.5,6.1
528.95,53.3,9.971,69.2,2.5,6.1
530.71,54.8,28.355,41.8,1.7,7.1
530.81,31.6,27.2,49.59,-0.06,7.19
531.66,24.1,20.0,50.23,-0.15,7.9
531.69,51.8,14.638,55.2,2.3,4.7
532.64,32.3,19.8,58.93,0.41,9.3
533.72,58.2,38.085,37.0,1.8,8.0
533.8,46.4,51.122,48.3,-1.6,1.2
534.1,47.5,17.205,58.1,2.9,4.8
534.28,31.3,18.6,55.92,0.79,9.5
536.17,30.5,16.4,50.65,0.72,10.24
536.68,52.8,42.898,44.9,1.9,6.6
537.09,31.9,27.6,46.53,0.43,6.9
537.61,34.8,36.738,42.9,-0.2,0.0
538.04,46.4,11.424,68.3,2.5,7.8
538.39,46.5,56.248,45.7,-0.8,-0.1
538.71,55.2,32.216,48.4,2.75,2.3
538.71,55.2,32.216,48.4,2.75,2.3
538.94,44.1,27.4,51.07,3.09,5.79
538.94,44.1,27.4,51.07,3.09,5.79
539.6,45.6,30.566,38.5,2.3,2.4
539.86,44.3,14.067,46.6,2.4,0.7
539.86,44.3,14.067,46.6,2.4,0.7
541.01,44.0,58.813,51.4,-1.2,0.1
541.02,51.3,21.0,22.96,0.72,1.39
541.22,29.7,28.4,42.77,-0.78,9.29
542.32,45.8,24.6,35.28,1.15,0.94
542.41,51.0,6.021,32.7,2.7,-6.1
542.71,27.7,31.4,49.79,-0.54,7.03
543.63,44.0,18.4,36.5,1.12,1.19
544.38,26.0,30.0,50.72,-0.42,7.6
544.65,45.0,56.567,48.2,-0.3,-0.8
544.69,50.7,9.537,70.2,2.9,7.8
545.57,25.7,21.6,57.21,0.03,8.92
546.58,28.1,22.2,51.23,0.14,6.63
547.14,1.9,36.738,37.9,-0.6,0.6
547.25,29.6,36.738,31.6,0.0,0.4
547.26,31.0,36.738,31.6,0.0,0.4
547.26,31.0,36.738,31.6,0.0,0.4
547.39,51.7,11.951,61.8,2.4,9.2
547.95,45.2,58.288,50.5,-0.4,-0.4
548.26,28.1,30.0,51.01,-0.31,6.94
548.56,48.5,10.906,63.3,2.2,4.5
550.01,28.5,21.8,57.67,-0.06,9.03
550.58,49.3,15.933,64.0,2.6,5.5
551.08,44.2,61.745,52.1,-0.5,0.1
551.31,33.9,16.8,59.8,0.5,9.93
551.93,30.3,21.0,55.11,0.14,9.02
552.93,43.1,43.702,41.2,-0.4,1.1
553.44,31.3,19.8,57.27,0.33,10.8
553.67,40.9,54.279,54.4,-0.8,1.7
554.44,47.3,7.076,60.4,2.0,6.0
554.83,25.1,28.2,48.38,-0.22,6.4
555.4,39.1,57.687,45.4,-1.2,2.9
555.4,39.1,57.687,45.4,-1.2,2.9
555.95,49.8,54.738,38.2,0.9,-2.7
556.46,27.4,30.8,63.76,0.25,8.0
556.81,33.5,58.376,40.3,0.3,-1.0
556.86,42.6,28.057,49.4,0.0,2.8
557.03,1.9,56.85,34.1,0.2,-1.2
557.03,1.9,56.85,34.1,0.2,-1.2
557.07,44.7,10.401,40.2,2.2,2.9
557.7,52.1,12.294,64.3,2.1,4.4
559.02,44.0,8.416,36.8,2.2,-1.7
560.34,34.8,28.956,47.2,2.7,1.9
560.41,46.7,13.914,63.9,2.7,5.3
560.44,29.8,21.0,50.14,0.25,8.37
561.32,49.7,13.206,70.2,2.6,5.7
561.32,49.7,13.206,70.2,2.6,5.7
561.82,28.7,22.2,55.21,0.27,9.97
563.54,27.1,23.6,47.97,0.4,8.15
563.66,37.5,38.247,41.3,-0.8,2.7
564.32,26.1,23.8,58.87,0.55,10.37
564.52,47.3,10.937,53.8,2.1,9.1
565.06,27.4,27.0,50.26,0.26,7.58
566.35,32.2,58.057,36.3,-0.9,1.5
566.35,32.2,58.057,36.3,-0.9,1.5
566.39,27.2,58.057,36.3,-0.9,1.5
566.73,50.1,14.937,49.5,2.6,12.7
567.45,15.5,23.8,54.5,0.7,9.28
568.38,30.4,32.8,43.24,0.49,6.96
568.92,37.4,14.427,42.8,3.3,11.2
569.27,37.2,24.518,37.8,3.2,-2.6
570.65,22.9,28.2,50.16,-0.56,8.84
570.65,22.9,28.2,50.16,-0.56,8.84
571.53,23.1,23.0,54.16,0.16,8.83
571.96,42.4,31.41,47.1,-0.3,4.4
572.04,40.0,27.236,51.5,2.3,3.5
572.76,36.3,40.141,48.9,-1.1,3.4
573.26,16.8,33.6,49.2,-0.39,7.61
573.47,42.3,24.258,52.7,-0.9,5.7
573.47,42.3,24.258,52.7,-0.9,5.7
573.95,9.3,29.6,61.16,0.44,6.9
573.95,9.3,29.6,61.16,0.44,6.9
574.5,50.1,7.544,59.6,2.5,3.2
574.75,28.633333333333336,16.301,47.9,0.4,5.3
575.11,25.5,28.947,61.6,-0.4,7.4
575.11,25.5,28.947,61.6,-0.4,7.4
575.45,49.0,35.862,52.1,-1.1,8.7
575.86,32.0,28.6,51.96,1.42,9.1
575.86,32.0,28.6,51.96,1.42,9.1
576.07,35.8,46.302,37.4,-0.1,-1.1
576.1,32.4,48.556,43.3,0.7,-1.5
576.27,27.3,53.283,40.7,0.0,-0.3
576.71,46.6,12.1,52.3,2.6,4.2
577.09,27.8,26.4,42.65,1.02,7.44
577.09,27.8,26.4,42.65,1.02,7.44
577.45,48.5,22.093,41.9,2.8,8.3
578.43,50.3,12.569,49.8,7.2,-6.4
578.43,50.3,12.569,49.8,7.2,-6.4
579.02,26.2,31.4,57.43,0.44,9.3
579.2,36.6,14.491,47.4,2.7,0.7
579.38,40.8,23.184,42.5,2.0,2.6
579.39,48.2,18.454,52.2,1.9,3.0
580.41,21.3,27.4,57.64,-0.87,7.92
581.54,22.2,20.4,59.69,-0.52,9.19
581.54,22.2,20.4,59.69,-0.52,9.19
581.79,41.0,48.492,48.2,0.3,-0.9
582.65,26.5,26.4,52.66,0.03,11.7
582.65,26.5,26.4,52.66,0.03,11.7
583.45,31.9,39.527,45.8,-0.7,4.8
583.45,31.9,39.527,45.8,-0.7,4.8
583.9,50.0,6.517,71.3,3.2,4.8
584.21,22.0,25.0,53.88,0.16,7.01
585.54,36.1,36.78,20.3,5.3,-10.3
585.55,36.4,43.01,33.6,0.6,-0.8
585.57,34.1,43.01,33.6,0.6,-0.8
585.93,14.0,22.2,54.9,0.43,7.93
586.25,36.9,24.237,41.0,2.7,3.4
586.83,51.4,12.144,61.2,2.4,5.3
587.2,29.0,23.141,40.4,2.4,-1.0
587.7,23.0,19.282,60.6,-1.0,8.6
588.41,37.3,15.851,24.2,2.8,-6.1
588.53,25.2,14.5,35.5,2.2,0.1
589.51,47.9,25.554,44.1,2.5,6.9
589.51,47.9,25.554,44.1,2.5,6.9
589.55,52.7,11.3,60.1,2.7,3.7
590.0,26.7,26.0,45.41,0.7,9.56
590.75,24.0,23.8,53.27,0.63,8.34
590.75,24.0,23.8,53.27,0.63,8.34
591.53,51.5,35.056,39.2,2.4,-0.6
592.04,22.2,25.6,52.18,0.27,8.12
593.58,50.6,9.794,60.0,2.4,5.8
594.08,23.2,23.4,49.46,0.18,9.27
595.15,36.3,34.795,27.9,0.8,-0.9
595.18,36.1,34.795,27.9,0.8,-0.9
595.7,25.7,27.6,55.22,-0.09,7.61
596.08,32.3,18.283,41.4,2.7,6.5
596.73,43.2,14.568,46.7,2.7,4.9
596.75,34.0,29.846,41.9,-0.7,4.9
596.75,34.0,29.846,41.9,-0.7,4.9
596.99,22.8,23.0,57.55,-0.24,6.87
598.03,29.2,28.2,45.4,0.83,8.23
598.13,45.7,10.294,44.1,2.8,4.0
598.3,48.3,27.525,36.8,2.1,9.6
598.95,28.96666666666667,33.06,51.0,-0.5,4.6
599.0,22.7,24.0,52.43,-0.15,8.95
599.08,50.4,33.957,44.3,1.7,6.9
600.78,36.7,30.049,50.8,-1.0,5.8
600.78,36.7,30.049,50.8,-1.0,5.8
600.95,29.3,30.8,50.02,-0.14,7.34
600.95,41.8,31.158,53.7,-0.8,5.4
601.19,43.2,23.122,39.8,2.3,4.3
601.45,47.0,27.684,36.0,3.0,-3.7
602.41,18.7,27.4,56.58,-0.07,5.64
602.41,18.7,27.4,56.58,-0.07,5.64
602.5,37.8,51.853,46.0,-1.2,3.7
602.84,47.3,8.924,61.9,2.8,8.8
603.15,39.8,47.573,52.0,-1.3,4.2
603.42,24.4,22.8,55.28,-0.22,8.24
604.51,23.9,25.4,54.74,-0.66,6.56
605.41,44.8,13.732,34.8,2.3,-1.3
606.28,47.9,13.588,52.0,2.5,4.2
606.45,17.3,27.8,67.66,-0.73,6.5
606.45,17.3,27.8,67.66,-0.73,6.5
607.26,26.3,21.6,68.78,-0.37,8.19
607.59,31.9,12.438,35.1,2.7,-0.8
608.22,47.5,15.006,59.4,2.4,5.7
608.4,45.9,27.821,53.9,2.1,8.6
608.62,23.6,18.4,65.04,-0.76,6.48
609.38,46.7,20.305,43.5,1.9,10.3
609.38,46.7,20.305,43.5,1.9,10.3
610.0,26.3,23.0,57.76,-1.52,5.81
611.14,40.3,42.202,43.9,-0.6,3.6
611.27,51.3,29.048,49.3,2.1,5.8
611.7,16.8,17.6,68.34,-0.48,6.52
612.93,47.1,23.708,44.8,2.5,3.9
613.29,40.4,46.739,41.1,-0.1,2.2
614.19,47.7,33.231,45.0,2.0,7.2
614.42,37.6,53.967,52.9,0.0,-0.7
615.33,40.3,14.111,48.3,2.9,6.5
616.23,35.3,15.064,48.8,3.9,5.1
616.83,48.9,27.173,55.0,1.9,6.3
617.77,28.9,25.6,67.94,0.18,8.98
618.05,46.5,22.564,38.0,2.3,0.0
618.13,25.0,16.353,46.3,2.2,2.8
619.54,33.0,22.6,40.62,0.23,3.88
619.72,53.6,15.457,52.0,2.1,8.2
620.23,43.0,59.208,47.5,-0.7,-0.1
620.6,17.8,17.4,42.33,-0.42,4.6
621.6,40.1,63.21,53.9,-0.5,2.8
622.85,46.3,12.317,56.3,2.4,5.1
623.09,36.9,56.031,50.5,-1.0,2.6
623.2,40.8,59.342,42.1,-0.2,-0.6
623.67,42.8,20.964,55.0,3.0,7.7
624.7,39.1,61.682,47.8,-0.1,-0.6
