label,Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
359-U1467B-062X-1-0.95,466.05,54.4,16.668,53.1,1.2,8.5
317-U1352B-055X-1-0.24,466.14,42.8,41.306,43.4,-2.0,6.6
194-1197B-044R-3-1.08,467.0,31.9,20.6,50.68,-0.15,7.61
359-U1468A-070X-1-0.8,467.4,44.1,30.484,39.1,2.8,9.2
317-U1352B-055X-2-0.1,467.5,45.9,33.267,48.2,-1.4,4.7
194-1197B-044R-4-0.66,468.0,40.6,30.4,51.81,-0.1,9.24
194-1195B-050X-1-0.33,468.03,42.2,33.8,37.02,-2.16,3.1
359-U1467B-062X-3-0.63,468.73,53.7,16.271,46.3,2.0,4.5
317-U1352B-055X-3-0.1,469.0,48.0,51.718,48.2,-1.1,1.0
194-1195B-050X-2-0.22,469.12,38.5,36.4,40.18,-2.2,4.09
194-1197B-044R-5-0.61,469.45,33.1,31.4,44.39,-0.36,6.78
194-1193A-078X-1-0.06,469.76,41.9,19.0,24.7,0.06,1.84
359-U1468A-070X-3-1.16,470.76,48.4,14.297,38.4,2.1,1.5
194-1197B-044R-6-0.83,471.17,34.5,24.0,54.14,0.5,9.42
359-U1467B-063X-1-0.37,471.97,55.8,16.94,47.2,1.9,8.4
194-1197B-044R-7-0.63,472.07,34.6,31.4,53.51,-0.31,8.99
359-U1468A-070X-5-0.52,473.12,51.5,-9999.0,62.9,2.6,5.0
194-1197B-045R-1-1.2,474.4,23.1,24.8,46.07,0.41,7.06
194-1197B-045R-2-0.37,474.95,34.2,33.8,41.88,-0.6,7.8
194-1197B-045R-2-0.37,474.95,34.2,33.8,41.88,-0.6,7.8
194-1193A-079X-1-0.52,475.02,39.6,21.0,28.8,-0.25,0.85
194-1193A-079X-1-0.52,475.02,39.6,21.0,28.8,-0.25,0.85
194-1198B-030R-1-0.69,475.29,30.6,32.2,52.31,-0.81,6.84
359-U1467B-063X-3-0.77,475.37,55.8,13.628,46.4,1.4,7.1
317-U1352B-056X-1-0.47,475.97,35.6,37.08,43.7,-0.9,3.6
194-1198B-030R-2-0.41,476.27,29.8,32.2,52.77,-0.25,6.52
194-1193A-079X-2-0.41,476.41,35.6,35.2,42.15,-1.03,2.9
194-1197B-045R-3-1.01,476.52,34.6,23.6,44.4,0.28,7.68
359-U1468A-071X-1-0.23,476.53,48.4,14.521,62.0,3.1,8.5
194-1193A-079X-3-0.41,477.41,36.7,28.6,44.06,-0.79,3.46
194-1193A-079X-3-0.41,477.41,36.7,28.6,44.06,-0.79,3.46
194-1197B-045R-4-0.64,477.65,29.7,19.6,51.67,0.78,9.94
359-U1468A-071X-2-0.19,477.91,49.5,38.185,47.3,2.7,5.5
359-U1467B-063X-5-0.75,478.35,56.6,14.425,46.6,2.1,7.6
194-1195B-051X-1-1.07,478.37,42.2,37.6,43.26,-1.34,3.25
194-1198B-030R-3-1.29,478.4,32.0,39.2,49.33,0.15,8.56
317-U1352B-056X-3-0.47,478.97,39.6,27.617,50.6,-1.5,7.0
194-1198B-030R-4-0.4,479.01,28.5,30.2,55.53,0.36,8.77
194-1195B-051X-2-0.44,479.24,42.5,39.8,42.67,-1.72,4.16
194-1197B-045R-5-0.8,479.31,29.5,23.2,60.97,0.42,11.44
359-U1466B-019R-1-0.49,479.59,52.0,8.417,62.0,2.8,5.1
194-1193A-080X-1-0.35,479.65,40.3,37.6,38.85,-0.8,1.73
194-1197B-045R-6-0.04,479.98,34.9,25.4,54.72,0.04,8.94
317-U1352B-056X-4-0.35,480.35,43.3,39.256,49.7,-1.5,6.6
194-1198B-030R-5-0.62,480.73,28.1,39.0,52.09,-0.67,8.84
359-U1471A-056X-CC-0.37,481.57,27.6,13.811,31.8,2.8,-3.5
359-U1467B-064X-1-0.76,482.16,60.9,13.398,56.8,1.9,7.1
194-1198B-030R-6-0.61,482.22,28.0,29.0,49.75,-0.89,7.21
194-1197B-045R-7-1.1,482.54,25.9,27.0,52.52,0.76,9.24
194-1197B-046R-1-0.22,483.02,33.4,37.2,51.41,1.01,9.88
317-U1352B-056X-6-0.29,483.29,47.4,53.673,45.0,-2.0,4.0
194-1198B-030R-7-0.65,483.76,34.4,34.8,45.97,-0.17,6.11
359-U1466B-020R-1-0.35,484.15,46.5,13.847,60.8,2.9,8.9
194-1198B-031R-1-0.38,484.58,37.8,34.6,50.0,-0.61,6.36
359-U1467B-064X-3-0.66,485.06,62.0,13.674,45.1,1.8,2.0
317-U1352B-057X-1-0.29,485.39,47.3,48.819,48.2,-1.2,1.6
194-1197B-046R-2-1.12,485.42,37.0,27.6,53.84,1.2,10.48
194-1197B-046R-2-1.12,485.42,37.0,27.6,53.84,1.2,10.48
194-1198B-031R-2-0.72,485.82,29.2,20.4,58.0,-0.23,8.54
359-U1468A-072X-1-0.11,486.11,47.7,11.592,39.8,2.9,5.2
359-U1468A-072X-1-0.11,486.11,47.7,11.592,39.8,2.9,5.2
194-1197B-046R-3-0.97,486.56,24.9,31.2,56.79,-0.04,8.35
194-1193A-081X-2-1.05,486.65,37.9,36.0,41.39,-0.95,3.16
194-1198B-031R-3-0.43,487.03,27.6,22.6,52.18,-0.57,9.74
194-1195B-052X-1-0.25,487.15,42.6,49.8,49.04,-1.32,5.8
359-U1467B-064X-5-0.35,487.36,57.7,14.393,51.4,1.0,6.6
194-1198B-031R-4-0.12,488.22,30.1,26.0,52.52,-0.8,7.36
194-1197B-046R-4-1.17,488.26,29.8,31.6,46.69,0.57,8.46
194-1197B-046R-5-0.12,488.71,31.9,32.8,47.36,0.29,6.05
317-U1352B-057X-3-1.15,489.25,40.9,41.523,40.3,-1.0,3.7
317-U1352B-057X-3-1.15,489.25,40.9,41.523,40.3,-1.0,3.7
317-U1353B-086X-CC-0.07,489.97,38.0,58.225,38.6,0.1,-0.5
317-U1352B-057X-4-0.46,490.06,38.7,26.603333333333335,51.1,-1.6,6.7
317-U1352B-057X-4-0.48,490.08,36.699999999999996,26.603333333333335,51.1,-1.6,6.7
194-1197B-046R-6-1.06,491.15,32.0,28.6,48.48,-0.05,8.74
359-U1467B-065X-1-0.74,491.84,58.4,13.788,39.0,1.8,2.9
194-1197B-046R-7-0.86,492.27,18.4,30.8,53.99,0.51,8.64
194-1197B-047R-1-0.13,492.53,32.7,24.4,56.78,0.89,9.25
194-1193A-082X-1-0.52,494.22,28.0,22.8,43.15,-0.69,2.49
194-1198B-032R-1-0.6,494.4,26.1,32.0,57.86,-0.58,6.55
359-U1466B-022R-1-1.03,494.53,47.6,19.96,57.333333333333336,2.4666666666666663,9.733333333333333
194-1197B-047R-2-0.66,494.56,38.7,35.8,42.58,0.04,6.75
359-U1467B-065X-3-0.71,494.81,58.8,19.138,44.7,1.6,8.8
317-U1352B-058X-2-0.28,495.2,46.0,54.529,47.9,-0.8,0.7
194-1198B-032R-2-0.85,496.15,32.6,26.4,58.83,0.69,9.5
194-1198B-032R-2-0.85,496.15,32.6,26.4,58.83,0.69,9.5
194-1197B-047R-3-1.27,496.28,38.1,22.8,54.98,1.14,9.13
194-1195B-053X-CC-0.36,496.96,42.5,28.4,43.6,-1.05,5.44
194-1195B-053X-CC-0.36,496.96,42.5,28.4,43.6,-1.05,5.44
194-1197B-047R-4-0.85,497.28,23.5,20.6,59.41,0.04,10.75
359-U1467B-065X-5-0.24,497.34,56.1,16.575,43.1,1.7,4.9
194-1198B-032R-3-1.03,497.47,30.6,34.0,51.39,-0.07,7.13
359-U1468A-073X-2-0.45,497.63,49.3,13.13,43.7,1.6,1.8
194-1197B-047R-5-0.52,498.45,22.9,24.4,51.32,0.08,8.04
317-U1352B-058X-4-0.69,498.61,45.6,,41.2,-0.5,0.2
194-1198B-032R-4-0.73,498.67,23.4,28.6,55.88,0.43,9.06
194-1198B-032R-5-0.42,499.67,26.5,31.2,60.3,0.65,9.45
317-U1353B-087X-CC-0.06,500.06,32.1,58.225,46.6,-0.5,1.3
194-1197B-047R-6-0.76,500.17,27.2,27.4,56.91,0.61,9.76
359-U1468A-073X-4-0.6,500.35,48.8,12.528,66.4,1.9,4.8
194-1198B-032R-6-0.17,500.71,25.4,21.2,53.69,0.45,9.29
359-U1471A-058X-CC-0.32,500.92,42.2,23.841,25.3,2.9,-6.2
317-U1352B-058X-6-0.49,501.41,44.6,55.48,48.1,-0.8,0.9
359-U1467B-066X-1-0.68,501.48,56.8,14.484,52.9,1.7,4.8
194-1197B-048R-1-0.56,502.56,35.5,23.6,50.24,0.83,10.33
359-U1466B-024R-1-0.22,503.42,49.6,11.434,48.5,11.3,-4.3
194-1193A-083X-CC-0.16,503.46,2.1,29.4,38.97,-0.93,1.14
359-U1468A-073X-6-0.74,503.5,51.2,13.508,59.3,2.7,5.7
194-1198B-033R-1-0.1,503.5,24.7,27.0,38.49,0.63,4.59
359-U1467B-066X-3-0.67,504.47,51.7,21.881,41.1,3.3,-5.0
194-1197B-048R-2-1.23,504.73,32.9,21.8,56.31,0.16,10.52
317-U1352B-059X-1-1.09,505.39,49.9,54.183,38.8,-0.5,-0.5
359-U1468A-074X-1-0.56,506.06,51.9,12.61,45.2,1.4,1.9
194-1197B-048R-3-1.31,506.18,22.2,27.0,58.27,0.44,8.66
194-1195B-054X-1-0.04,506.24,37.4,28.4,43.6,-1.05,5.44
194-1195B-054X-1-0.04,506.24,37.4,28.4,43.6,-1.05,5.44
359-U1467B-066X-5-0.34,506.64,55.5,26.906,42.5,2.4,5.1
194-1197B-048R-4-0.93,507.21,23.9,21.2,52.54,0.99,8.37
194-1197B-048R-5-0.1,507.88,31.5,24.0,52.56,0.49,9.66
359-U1466B-025R-1-0.13,508.33,51.1,9.327,63.2,2.7,9.0
194-1195B-054X-2-0.86,508.56,35.0,30.6,47.65,-1.01,6.13
359-U1468A-074X-3-0.75,509.25,51.8,16.621,61.9,2.8,4.0
194-1195B-054X-3-0.78,509.98,39.1,32.2,46.07,-1.26,5.7
317-U1353B-088X-1-0.44,510.04,32.3,59.092999999999996,45.9,-0.5,1.0
194-1193C-005R-1-0.57,510.57,32.6,31.4,42.81,-1.19,3.48
194-1197B-048R-6-1.29,510.57,33.0,30.4,46.55,1.15,9.37
359-U1467B-067X-1-0.71,511.21,54.8,22.598,42.4,2.3,0.5
359-U1468A-074X-5-0.26,511.28,53.2,14.757,45.8,1.8,3.5
359-U1468A-074X-5-0.26,511.28,53.2,14.757,45.8,1.8,3.5
194-1195B-054X-4-0.87,511.57,37.1,31.4,48.57,-1.05,5.26
194-1197B-049R-1-0.1,511.7,31.9,25.6,49.71,0.54,7.97
194-1193C-005R-2-0.85,512.17,36.3,42.8,38.23,-0.64,1.82
194-1195B-054X-5-0.11,512.31,35.3,33.6,45.12,-1.15,4.46
194-1193C-005R-3-0.82,513.5,32.5,40.8,38.62,-1.02,3.41
194-1197B-049R-2-1.08,514.02,27.0,22.0,69.25,-0.11,4.29
317-U1352B-060X-1-0.36,514.26,43.8,46.906,35.3,0.2,1.0
194-1193C-005R-4-0.25,514.29,39.7,32.6,42.85,-0.98,4.9
194-1197B-049R-3-0.6,514.94,38.6,23.4,53.57,1.16,11.09
359-U1468A-075X-1-0.65,515.85,53.4,7.721,61.8,2.2,5.6
359-U1471A-060F-1-0.87,515.97,52.1,38.857,41.7,2.6,7.0
359-U1471A-060F-1-0.87,515.97,52.1,38.857,41.7,2.6,7.0
194-1195B-055X-1-0.34,516.04,37.5,41.8,45.19,-1.26,6.14
359-U1467B-067X-4-1.12,516.12,49.5,42.694,37.3,2.2,4.8
194-1198B-034R-3-1.23,516.95,4.2,48.2,54.58,5.93,11.64
194-1195B-055X-2-0.27,517.4,38.8,38.0,44.55,-0.6,4.72
194-1198B-034R-4-0.27,517.49,8.7,41.6,54.58,5.93,11.64
359-U1471A-061F-1-0.89,517.99,51.7,46.031,40.9,2.4,10.8
359-U1466B-026R-1-0.64,518.54,45.6,9.778,62.8,2.9,8.7
359-U1468A-075X-3-0.54,518.74,50.5,11.04,61.0,1.7,4.9
194-1193C-006R-1-1.09,520.69,20.1,29.2,27.74,-0.77,1.84
359-U1467B-068X-1-0.81,521.01,53.4,21.001,40.7,2.3,2.2
194-1193C-006R-2-0.3,521.4,50.5,28.8,38.34,-1.02,0.74
359-U1471A-062X-CC-0.03,521.83,15.3,10.28,33.9,2.3,1.5
359-U1468A-075X-5-0.69,521.89,51.7,11.804,68.3,2.6,5.2
194-1197B-050R-1-1.11,522.31,25.5,21.6,61.48,-0.39,7.68
194-1197B-050R-2-0.82,523.52,28.7,25.6,48.86,0.68,9.4
359-U1467B-068X-3-0.71,523.91,49.0,21.648,26.1,3.6,-5.7
317-U1352B-061X-1-0.46,523.96,50.1,54.407,45.9,-0.4,-0.4
359-U1468A-075X-7-0.14,524.34,52.1,11.269,68.6,2.7,5.1
359-U1468A-075X-7-0.14,524.34,52.1,,68.6,2.7,5.1
194-1197B-050R-3-0.64,524.84,29.3,25.2,50.54,0.07,6.34
359-U1468A-076X-1-0.72,525.62,53.9,12.371,69.2,1.9,5.2
194-1197B-050R-4-0.69,526.3,31.5,27.4,40.03,0.27,7.68
359-U1471A-063F-1-0.62,527.42,44.6,27.318,31.0,2.6,-2.1
194-1197B-050R-5-0.59,527.7,27.9,27.8,49.15,0.43,7.28
194-1197B-050R-6-0.02,528.63,29.1,24.6,48.72,-0.15,8.68
359-U1468A-076X-3-1.03,528.95,53.3,9.971,69.2,2.5,6.1
359-U1468A-076X-3-1.03,528.95,53.3,9.971,69.2,2.5,6.1
359-U1467B-069X-1-0.81,530.71,54.8,28.355,41.8,1.7,7.1
194-1197B-050R-7-0.7,530.81,31.6,27.2,49.59,-0.06,7.19
194-1197B-051R-1-0.86,531.66,24.1,20.0,50.23,-0.15,7.9
359-U1468A-076X-5-0.77,531.69,51.8,14.638,55.2,2.3,4.7
194-1197B-051R-2-0.34,532.64,32.3,19.8,58.93,0.41,9.3
359-U1467B-069X-3-0.82,533.72,58.2,38.085,37.0,1.8,8.0
317-U1352B-062X-1-0.7,533.8,46.4,51.122,48.3,-1.6,1.2
359-U1468A-076X-7-0.18,534.1,47.5,17.205,58.1,2.9,4.8
194-1197B-051R-3-0.98,534.28,31.3,18.6,55.92,0.79,9.5
194-1197B-051R-4-1.37,536.17,30.5,16.4,50.65,0.72,10.24
359-U1467B-069X-5-0.78,536.68,52.8,42.898,44.9,1.9,6.6
194-1197B-051R-5-0.82,537.09,31.9,27.6,46.53,0.43,6.9
317-U1353B-091X-CC-0.11,537.61,34.8,36.738,42.9,-0.2,0.0
359-U1466B-028R-1-0.64,538.04,46.4,11.424,68.3,2.5,7.8
317-U1352B-062X-4-0.79,538.39,46.5,56.248,45.7,-0.8,-0.1
359-U1467B-069X-7-0.31,538.71,55.2,32.216,48.4,2.75,2.3
359-U1467B-069X-7-0.31,538.71,55.2,32.216,48.4,2.75,2.3
194-1193C-008R-1-0.04,538.94,44.1,27.4,51.07,3.09,5.79
194-1193C-008R-1-0.04,538.94,44.1,27.4,51.07,3.09,5.79
359-U1471A-065X-CC-0.1,539.6,45.6,30.566,38.5,2.3,2.4
359-U1467B-070X-1-0.26,539.86,44.3,14.067,46.6,2.4,0.7
359-U1467B-070X-1-0.26,539.86,44.3,14.067,46.6,2.4,0.7
317-U1352B-062X-6-0.41,541.01,44.0,58.813,51.4,-1.2,0.1
194-1193C-008R-2-0.86,541.02,51.3,21.0,22.96,0.72,1.39
194-1197B-052R-1-0.72,541.22,29.7,28.4,42.77,-0.78,9.29
194-1193C-008R-3-0.74,542.32,45.8,24.6,35.28,1.15,0.94
359-U1466B-029R-1-0.31,542.41,51.0,6.021,32.7,2.7,-6.1
194-1197B-052R-2-0.71,542.71,27.7,31.4,49.79,-0.54,7.03
194-1193C-008R-4-0.56,543.63,44.0,18.4,36.5,1.12,1.19
194-1197B-052R-3-0.93,544.38,26.0,30.0,50.72,-0.42,7.6
317-U1352B-063X-2-0.45,544.65,45.0,56.567,48.2,-0.3,-0.8
359-U1468A-078X-1-0.39,544.69,50.7,9.537,70.2,2.9,7.8
194-1197B-052R-4-0.62,545.57,25.7,21.6,57.21,0.03,8.92
194-1197B-052R-5-0.47,546.58,28.1,22.2,51.23,0.14,6.63
317-U1353B-092X-CC-0.04,547.14,1.9000000000000001,36.738,37.9,-0.6,0.6
317-U1353B-092X-CC-0.15,547.25,29.6,36.738,31.6,0.0,0.4
317-U1353B-092X-CC-0.16,547.26,31.0,36.738,31.6,0.0,0.4
317-U1353B-092X-CC-0.16,547.26,31.0,36.738,31.6,0.0,0.4
359-U1466B-030R-1-0.29,547.39,51.7,11.951,61.8,2.4,9.2
317-U1352B-063X-4-0.75,547.95,45.2,58.288,50.5,-0.4,-0.4
194-1197B-052R-6-0.65,548.26,28.1,30.0,51.01,-0.31,6.94
359-U1468A-078X-3-1.28,548.56,48.5,10.906,63.3,2.2,4.5
194-1197B-052R-7-1.0,550.01,28.5,21.8,57.67,-0.06,9.03
359-U1468A-078X-5-0.59,550.58,49.3,15.933,64.0,2.6,5.5
317-U1352B-063X-6-0.88,551.08,44.2,61.745,52.1,-0.5,0.1
194-1197B-053R-1-1.21,551.31,33.9,16.8,59.8,0.5,9.93
194-1197B-053R-2-0.6,551.93,30.3,21.0,55.11,0.14,9.02
317-U1352B-064X-1-0.73,552.93,43.1,43.702,41.2,-0.4,1.1
194-1197B-053R-3-0.61,553.44,31.3,19.8,57.27,0.33,10.8
317-U1351B-064X-1-0.27,553.67,40.9,54.279,54.4,-0.8,1.7
359-U1468A-079X-1-0.44,554.44,47.3,7.076,60.4,2.0,6.0
194-1197B-053R-4-0.5,554.83,25.1,28.2,48.38,-0.22,6.4
317-U1351B-064X-2-0.5,555.4,39.1,57.687,45.4,-1.2,2.9
317-U1351B-064X-2-0.5,555.4,39.1,57.687,45.4,-1.2,2.9
317-U1352B-064X-3-0.75,555.95,49.8,54.738,38.2,0.9,-2.7
194-1197B-053R-5-0.63,556.46,27.4,30.8,63.76,0.25,8.0
317-U1353B-093X-1-0.21,556.81,33.5,58.376,40.3,0.3,-1.0
317-U1352B-064X-4-0.16,556.86,42.6,28.057,49.4,0.0,2.8
317-U1353B-093X-1-0.43,557.03,1.9,56.85,34.1,0.2,-1.2
317-U1353B-093X-1-0.43,557.03,1.9,56.85,34.1,0.2,-1.2
359-U1466B-031R-1-0.27,557.07,44.7,10.401,40.2,2.2,2.9
359-U1468A-079X-3-1.06,557.7,52.1,12.294,64.3,2.1,4.4
359-U1471A-067X-CC-0.12,559.02,44.0,8.416,36.8,2.2,-1.7
359-U1467B-072X-2-0.36,560.34,34.8,28.956,47.2,2.7,1.9
359-U1468A-079X-5-0.77,560.41,46.7,13.914,63.9,2.7,5.3
194-1197B-054R-1-0.64,560.44,29.8,21.0,50.14,0.25,8.37
359-U1468A-079X-6-0.77,561.32,49.7,13.206,70.2,2.6,5.7
359-U1468A-079X-6-0.77,561.32,49.7,13.206,70.2,2.6,5.7
194-1197B-054R-2-0.65,561.82,28.7,22.2,55.21,0.27,9.97
194-1197B-054R-3-0.87,563.54,27.1,23.6,47.97,0.4,8.15
317-U1351B-065H-CC-0.09,563.66,37.5,38.247,41.3,-0.8,2.7
194-1197B-054R-4-0.15,564.32,26.1,23.8,58.87,0.55,10.37
359-U1468A-080X-1-0.82,564.52,47.3,10.937,53.8,2.1,9.1
194-1197B-054R-5-0.02,565.06,27.4,27.0,50.26,0.26,7.58
317-U1353B-094X-CC-0.15,566.35,32.2,58.057,36.3,-0.9,1.5
317-U1353B-094X-CC-0.15,566.35,32.2,58.057,36.3,-0.9,1.5
317-U1353B-094X-CC-0.19,566.39,27.2,58.057,36.3,-0.9,1.5
359-U1466B-032R-1-0.23,566.73,50.1,14.937,49.5,2.6,12.7
194-1197B-054R-6-1.4,567.45,15.5,23.8,54.5,0.7,9.28
194-1197B-054R-7-0.83,568.38,30.4,32.8,43.24,0.49,6.96
359-U1471A-068X-CC-0.22,568.92,37.4,14.427,42.8,3.3,11.2
359-U1467B-073X-1-0.57,569.27,37.2,24.518,37.8,3.2,-2.6
194-1197B-055R-1-1.25,570.65,22.9,28.2,50.16,-0.56,8.84
194-1197B-055R-1-1.25,570.65,22.9,28.2,50.16,-0.56,8.84
194-1197B-055R-2-0.77,571.53,23.1,23.0,54.16,0.16,8.83
317-U1352B-066X-1-0.56,571.96,42.4,31.41,47.1,-0.3,4.4
359-U1467B-073X-3-0.34,572.04,40.0,27.236,51.5,2.3,3.5
317-U1351B-067X-CC-0.16,572.76,36.3,40.141,48.9,-1.1,3.4
194-1197B-055R-3-1.0,573.26,16.8,33.6,49.2,-0.39,7.61
317-U1352B-067X-CC-0.14,573.47,42.3,24.258,52.7,-0.9,5.7
317-U1352B-067X-CC-0.14,573.47,42.3,24.258,52.7,-0.9,5.7
194-1197B-055R-4-0.19,573.95,9.3,29.6,61.16,0.44,6.9
194-1197B-055R-4-0.19,573.95,9.3,29.6,61.16,0.44,6.9
359-U1468A-081X-1-1.1,574.5,50.1,7.544,59.6,2.5,3.2
317-U1352C-002R-1-0.05,574.75,28.633333333333336,16.301,47.9,0.4,5.3
317-U1352C-002R-1-0.41,575.11,25.5,28.947,61.6,-0.4,7.4
317-U1352C-002R-1-0.41,575.11,25.5,28.947,61.6,-0.4,7.4
317-U1352C-002R-1-0.75,575.45,49.0,35.862,52.1,-1.1,8.7
194-1197B-055R-5-0.6,575.86,32.0,28.6,51.96,1.42,9.1
194-1197B-055R-5-0.6,575.86,32.0,28.6,51.96,1.42,9.1
317-U1353B-095X-1-0.27,576.07,35.8,46.302,37.4,-0.1,-1.1
317-U1353B-095X-1-0.3,576.1,32.4,48.556,43.3,0.7,-1.5
317-U1353B-095X-1-0.47,576.27,27.3,53.283,40.7,0.0,-0.3
359-U1468A-081X-3-0.44,576.71,46.6,12.1,52.3,2.6,4.2
194-1197B-055R-6-0.5,577.09,27.8,26.4,42.65,1.02,7.44
194-1197B-055R-6-0.5,577.09,27.8,26.4,42.65,1.02,7.44
359-U1466B-033R-1-1.25,577.45,48.5,22.093,41.9,2.8,8.3
359-U1471A-069X-CC-0.03,578.43,50.3,12.569,49.8,7.2,-6.4
359-U1471A-069X-CC-0.03,578.43,50.3,12.569,49.8,7.2,-6.4
194-1197B-055R-7-1.12,579.02,26.2,31.4,57.43,0.44,9.3
359-U1467C-024X-1-0.6,579.2,36.6,14.491,47.4,2.7,0.7
359-U1467B-074X-1-0.98,579.38,40.8,23.184,42.5,2.0,2.6
359-U1468A-081X-5-0.33,579.39,48.2,18.454,52.2,1.9,3.0
194-1197B-056R-1-1.41,580.41,21.3,27.4,57.64,-0.87,7.92
194-1197B-056R-2-1.04,581.54,22.2,20.4,59.69,-0.52,9.19
194-1197B-056R-2-1.04,581.54,22.2,20.4,59.69,-0.52,9.19
317-U1352B-068X-1-0.69,581.79,41.0,48.492,48.2,0.3,-0.9
194-1197B-056R-3-0.65,582.65,26.5,26.4,52.66,0.03,11.7
194-1197B-056R-3-0.65,582.65,26.5,26.4,52.66,0.03,11.7
317-U1352B-068X-2-0.85,583.45,31.9,39.527,45.8,-0.7,4.8
317-U1352B-068X-2-0.85,583.45,31.9,39.527,45.8,-0.7,4.8
359-U1468A-082X-1-0.8,583.9,50.0,6.517,71.3,3.2,4.8
194-1197B-056R-4-0.71,584.21,22.0,25.0,53.88,0.16,7.01
317-U1352C-003R-1-1.14,585.54,36.1,36.78,20.3,5.3,-10.3
317-U1353B-096X-1-0.15,585.55,36.4,43.01,33.6,0.6,-0.8
317-U1353B-096X-1-0.17,585.57,34.1,43.01,33.6,0.6,-0.8
194-1197B-056R-5-0.93,585.93,14.0,22.2,54.9,0.43,7.93
359-U1466B-034R-1-0.35,586.25,36.9,24.237,41.0,2.7,3.4
359-U1468A-082X-3-0.72,586.83,51.4,12.144,61.2,2.4,5.3
359-U1466B-034R-2-0.26,587.2,29.0,23.141,40.4,2.4,-1.0
317-U1352C-003R-3-0.6,587.7,23.0,19.282,60.6,-1.0,8.6
359-U1471A-070X-1-0.31,588.41,37.3,15.851,24.2,2.8,-6.1
359-U1471A-070X-1-0.43,588.53,25.2,14.5,35.5,2.2,0.1
359-U1467C-025X-2-0.64,589.51,47.9,25.554,44.1,2.5,6.9
359-U1467C-025X-2-0.64,589.51,47.9,25.554,44.1,2.5,6.9
359-U1468A-082X-5-0.44,589.55,52.7,11.3,60.1,2.7,3.7
194-1197B-057R-1-1.4,590.0,26.7,26.0,45.41,0.7,9.56
194-1197B-057R-2-0.65,590.75,24.0,23.8,53.27,0.63,8.34
194-1197B-057R-2-0.65,590.75,24.0,23.8,53.27,0.63,8.34
359-U1467B-075X-3-0.43,591.53,51.5,35.056,39.2,2.4,-0.6
194-1197B-057R-3-0.44,592.04,22.2,25.6,52.18,0.27,8.12
359-U1468A-083X-1-0.78,593.58,50.6,9.794,60.0,2.4,5.8
194-1197B-057R-4-0.98,594.08,23.2,23.4,49.46,0.18,9.27
317-U1353B-097X-CC-0.15,595.15,36.3,34.795,27.9,0.8,-0.9
317-U1353B-097X-CC-0.18,595.18,36.1,34.795,27.9,0.8,-0.9
194-1197B-057R-5-1.1,595.7,25.7,27.6,55.22,-0.09,7.61
359-U1466B-035R-1-0.48,596.08,32.3,18.283,41.4,2.7,6.5
359-U1466B-035R-2-0.12,596.73,43.2,14.568,46.7,2.7,4.9
317-U1352C-004R-2-1.27,596.75,34.0,29.846,41.9,-0.7,4.9
317-U1352C-004R-2-1.27,596.75,34.0,29.846,41.9,-0.7,4.9
194-1197B-057R-6-0.89,596.99,22.8,23.0,57.55,-0.24,6.87
194-1197B-057R-7-0.43,598.03,29.2,28.2,45.4,0.83,8.23
359-U1471A-071X-1-0.33,598.13,45.7,10.294,44.1,2.8,4.0
359-U1467C-026X-1-0.3,598.3,48.3,27.525,36.8,2.1,9.6
317-U1352C-004R-4-0.55,598.95,28.96666666666667,33.06,51.0,-0.5,4.6
194-1197B-058R-1-0.8,599.0,22.7,24.0,52.43,-0.15,8.95
359-U1467B-076X-1-1.28,599.08,50.4,33.957,44.3,1.7,6.9
317-U1352C-004R-6-0.2,600.78,36.7,30.049,50.8,-1.0,5.8
317-U1352C-004R-6-0.2,600.78,36.7,30.049,50.8,-1.0,5.8
194-1197B-058R-2-1.25,600.95,29.3,30.8,50.02,-0.14,7.34
317-U1352B-070X-1-0.65,600.95,41.8,31.158,53.7,-0.8,5.4
359-U1467C-026X-3-0.5,601.19,43.2,23.122,39.8,2.3,4.3
359-U1467B-076X-3-0.62,601.45,47.0,27.684,36.0,3.0,-3.7
194-1197B-058R-3-1.21,602.41,18.7,27.4,56.58,-0.07,5.64
194-1197B-058R-3-1.21,602.41,18.7,27.4,56.58,-0.07,5.64
317-U1351B-070X-1-1.0,602.5,37.8,51.853,46.0,-1.2,3.7
359-U1468A-084X-1-0.34,602.84,47.3,8.924,61.9,2.8,8.8
317-U1351B-070X-2-0.35,603.15,39.8,47.573,52.0,-1.3,4.2
194-1197B-058R-4-0.72,603.42,24.4,22.8,55.28,-0.22,8.24
194-1197B-058R-5-0.31,604.51,23.9,25.4,54.74,-0.66,6.56
359-U1466B-036R-1-0.11,605.41,44.8,13.732,34.8,2.3,-1.3
359-U1468A-084X-3-0.79,606.28,47.9,13.588,52.0,2.5,4.2
194-1197B-058R-6-0.75,606.45,17.3,27.8,67.66,-0.73,6.5
194-1197B-058R-6-0.75,606.45,17.3,27.8,67.66,-0.73,6.5
194-1197B-058R-7-0.56,607.26,26.3,21.6,68.78,-0.37,8.19
359-U1471A-072X-1-0.09,607.59,31.9,12.438,35.1,2.7,-0.8
359-U1468A-084X-5-0.42,608.22,47.5,15.006,59.4,2.4,5.7
359-U1467B-077X-1-0.9,608.4,45.9,27.821,53.9,2.1,8.6
