DEPTH_WMSF,HCGR,HFK,HTHO,HURA,IDPH,IMPH,SFLU,lithology
83.4352,8.0001,0.2051,1.3645,0.3908,1950,1765.0116,0.0915,Interbedded clay and mud
83.5876,7.3035,0.1749,1.3179,0.4679,1950,1765.0116,0.0915,Interbedded clay and mud
83.74,6.974,0.1477,1.3716,0.5533,1950,1765.0116,0.0915,Interbedded clay and mud
83.8924,6.2535,0.1333,1.2246,0.589,1950,1765.0116,0.0915,Interbedded clay and mud
84.0448,5.2871,0.1043,1.0849,0.5868,1950,1765.0116,0.0915,Interbedded clay and mud
84.3496,4.1913,0.0751,0.9042,0.6683,1950,1765.0116,0.0915,Interbedded clay and mud
84.502,3.3276,0.0471,0.7915,0.8138,1950,1765.0116,0.0915,Interbedded clay and mud
84.6544,2.5694,0.0237,0.685,0.8944,1950,1765.0116,0.0915,Interbedded clay and mud
84.8068,2.3385,0.0115,0.6822,0.9189,1950,1765.0116,0.0915,Interbedded clay and mud
84.9592,2.3174,0.01,0.6848,0.9885,1950,1765.0116,0.0915,Interbedded clay and mud
85.1116,2.4873,0.0212,0.6736,0.9894,1950,1765.0116,0.0915,Interbedded clay and mud
85.264,2.4893,0.0236,0.6602,0.8968,1950,1765.0116,0.0915,Interbedded clay and mud
85.4164,2.2841,0.0289,0.5632,0.7962,1950,1765.0116,0.0915,Interbedded clay and mud
85.5688,2.1744,0.0281,0.5329,0.725,1950,1765.0116,0.0915,Interbedded sand and mud 
85.7212,1.8909,0.0192,0.4936,0.8254,1950,1765.0116,0.0915,Interbedded clay and mud
86.026,1.4919,0.0053,0.4472,0.9732,1950,1765.0116,0.0915,Interbedded clay and mud
86.1784,1.6826,0.0163,0.4444,0.7965,1950,1765.0116,0.0915,Interbedded clay and mud
86.3308,1.3707,0.0083,0.391,0.6335,1950,1765.0116,0.0915,Interbedded sand and mud 
86.4832,1.413,0.0109,0.3892,0.6358,1950,1765.0116,0.0915,Interbedded sand and mud 
86.6356,1.898,0.0223,0.4781,0.6545,1950,1765.0116,0.0915,Interbedded sand and mud 
86.788,1.8908,0.0072,0.564,0.6778,1950,1765.0116,0.0915,Interbedded sand and mud 
86.9404,1.9998,0.0154,0.5514,0.5774,1950,1765.0116,0.0915,Interbedded sand and mud 
87.0928,1.836,0.0167,0.4911,0.4599,1950,1765.0116,0.0915,Interbedded sand and mud 
87.2452,1.4264,0.0014,0.4492,0.3777,1950,1765.0116,0.0915,Interbedded sand and mud 
87.55,2.0536,0.0255,0.5094,0.3597,1950,1765.0116,0.0915,Interbedded sand and mud 
87.7024,2.8585,0.0357,0.7077,0.3709,1950,1765.0116,0.0915,Interbedded sand and mud 
87.8548,3.67,0.037,0.96,0.4488,1950,1765.0116,0.0915,Interbedded sand and mud 
88.0072,4.4685,0.029,1.2631,0.4384,1950,1765.0116,0.0915,Interbedded sand and mud 
88.1596,4.3505,0.0175,1.2924,0.5442,1950,1765.0116,0.0915,Interbedded sand and mud 
88.312,3.8613,-0.0094,1.2931,0.6162,1950,1765.0116,0.0915,Interbedded sand and mud 
88.4644,3.8273,0.0009,1.2218,0.5957,1950,1765.0116,0.0915,Interbedded sand and mud 
88.6168,3.6864,0.0013,1.1745,0.5189,1950,1765.0116,0.0915,Interbedded sand and mud 
88.7692,3.9478,0.0241,1.1246,0.3025,1950,1765.0116,0.0915,Interbedded sand and mud 
89.074,5.5937,0.0847,1.2975,0.0209,1950,1765.0116,0.0915,Interbedded sand and mud 
89.2264,7.7789,0.0924,1.9536,-0.0395,1950,1765.0116,0.0915,Interbedded sand and mud 
89.3788,8.889,0.1069,2.2244,0.017,1950,1765.0116,0.0915,Interbedded clay and mud
89.5312,11.1652,0.1444,2.7346,-0.0789,1950,1765.0116,0.0915,Interbedded clay and mud
89.6836,12.539,0.1945,2.8818,-0.0961,1950,1765.0116,0.0915,Interbedded clay and mud
89.836,13.9679,0.2148,3.2214,-0.1726,1950,1765.0116,0.0915,Interbedded clay and mud
89.9884,15.4077,0.2562,3.4404,-0.3189,1950,1765.0116,0.0915,Sandy Mud
90.1408,15.5061,0.2498,3.5094,-0.3146,1950,1765.0116,0.0915,Sandy Mud
90.2932,16.6057,0.248,3.8727,-0.3863,1950,1765.0116,0.0915,Sandy Mud
90.598,14.6015,0.2147,3.425,-0.1298,1950,1765.0116,0.0915,Interbedded clay and mud
90.7504,14.8154,0.2109,3.516,-0.0724,1950,1765.0116,0.0915,Interbedded clay and mud
90.9028,13.6542,0.2078,3.1618,0.1249,1950,1765.0116,0.0915,Interbedded clay and mud
91.0552,13.5112,0.2059,3.127,0.0891,1950,1765.0116,0.0915,Interbedded clay and mud
91.2076,11.3525,0.1734,2.625,0.1877,1950,1765.0116,0.0915,Interbedded clay and mud
91.36,8.9157,0.1251,2.1265,0.2762,1950,1765.0116,0.0915,Interbedded clay and mud
91.5124,7.5689,0.1034,1.8217,0.2186,1950,1765.0116,0.0915,Interbedded clay and mud
91.6648,5.8297,0.0751,1.4296,0.2592,1950,1765.0116,0.0915,Interbedded sand and mud 
91.8172,5.3123,0.0865,1.1969,0.2637,1950,1765.0116,0.0915,Interbedded sand and mud 
91.9696,4.2972,0.0841,0.8856,0.3257,1950,1765.0116,0.0915,Interbedded sand and mud 
92.122,5.01,0.0865,1.1003,0.2307,1950,1765.0116,0.0915,Interbedded sand and mud 
92.2744,5.7376,0.087,1.3307,0.3037,1950,1765.0116,0.0915,Interbedded sand and mud 
92.4268,7.0953,0.1008,1.685,0.2722,1950,1765.0116,0.0915,Interbedded clay and mud
92.5792,8.1226,0.1064,1.9815,0.2092,1950,1765.0116,0.0915,Interbedded clay and mud
92.7316,8.281,0.1116,2.0019,0.0585,1950,1765.0116,0.0915,Interbedded sand and mud 
92.884,7.7421,0.1006,1.8934,-0.0516,1950,1765.0116,0.0915,Interbedded sand and mud 
93.0364,6.4985,0.0831,1.5971,-0.0434,1950,1765.0116,0.0915,Interbedded sand and mud 
93.1888,5.433,0.0747,1.3046,0.0103,1950,1765.0116,0.0915,Interbedded sand and mud 
93.3412,5.0069,0.0639,1.2312,0.033,1950,1765.0116,0.0915,Interbedded sand and mud 
93.4936,4.5913,0.0479,1.1917,0.0499,1950,1765.0116,0.0915,Interbedded sand and mud 
93.646,4.9426,0.046,1.3157,0.0928,1950,1765.0116,0.0915,Interbedded sand and mud 
93.7984,6.0981,0.0594,1.6077,0.2057,1950,1765.0116,0.0915,Interbedded sand and mud 
93.9508,7.7339,0.0945,1.9268,0.326,1950,1765.0116,0.0915,Interbedded clay and mud
94.1032,10.4688,0.1615,2.4113,0.3949,1950,1765.0116,0.0915,Interbedded clay and mud
94.2556,12.1159,0.1625,2.9334,0.5235,1950,1765.0116,0.0915,Interbedded clay and mud
94.408,12.5876,0.1468,3.1771,0.6336,1950,1765.0116,0.0915,Interbedded sand and mud 
94.5604,11.8948,0.1551,2.9061,0.6465,1950,1765.0116,0.0915,Interbedded sand and mud 
94.7128,11.3911,0.1655,2.6837,0.542,1950,1765.0116,0.0915,Interbedded clay and mud
94.8652,10.9937,0.1624,2.5741,0.6004,1950,1765.0116,0.0915,Interbedded clay and mud
95.0176,11.109,0.1868,2.4684,0.5085,1950,1765.0116,0.0915,Interbedded clay and mud
95.17,10.5068,0.2078,2.1522,0.5158,1950,1765.0116,0.0915,Interbedded clay and mud
95.3224,9.5851,0.1944,1.9355,0.4265,1950,1765.0116,0.0915,Interbedded clay and mud
95.4748,9.6759,0.2069,1.8914,0.3549,1950,1765.0116,0.0915,Interbedded clay and mud
95.6272,10.9713,0.2344,2.1456,0.4391,1950,1765.0116,0.0915,Interbedded clay and mud
95.7796,11.0929,0.2461,2.1163,0.4728,1950,1765.0116,0.0915,Interbedded clay and mud
95.932,11.0182,0.2847,1.8663,0.5562,1950,1765.0116,0.0915,Interbedded clay and mud
96.0844,9.4488,0.2745,1.423,0.55,1950,1765.0116,0.0915,Interbedded clay and mud
96.2368,9.5692,0.2822,1.4162,0.56,1950,1765.0116,0.0915,Interbedded clay and mud
96.3892,8.144,0.234,1.2415,0.5316,1950,1765.0116,0.0915,Interbedded clay and mud
96.5416,7.3185,0.2127,1.1012,0.4938,1950,1765.0116,0.0915,Interbedded clay and mud
96.8464,6.8603,0.187,1.1052,0.5355,1950,1765.0116,0.0915,Interbedded clay and mud
96.9988,6.8047,0.1976,1.0249,0.6152,1950,1765.0116,0.0915,Interbedded clay and mud
97.1512,6.9172,0.1748,1.1947,0.6105,1950,1765.0116,0.0915,Interbedded clay and mud
97.3036,6.1648,0.1251,1.2443,0.533,1950,1765.0116,0.0915,Interbedded clay and mud
97.456,5.327,0.0954,1.1493,0.4115,1950,1765.0116,0.0915,Interbedded clay and mud
97.6084,4.8798,0.0747,1.1272,0.2668,1950,1765.0116,0.0915,Interbedded sand and mud 
97.7608,4.869,0.0606,1.2064,0.2146,1950,1765.0116,0.0915,Interbedded sand and mud 
97.9132,4.3072,0.0413,1.1394,0.2113,1950,1765.0116,0.0915,Interbedded sand and mud 
98.0656,3.8413,0.0315,1.0476,0.1934,1950,1765.0116,0.0915,Interbedded sand and mud 
98.218,3.7616,0.025,1.0598,0.175,1950,1765.0116,0.0915,Interbedded sand and mud 
98.3704,3.5391,0.0222,1.0047,0.2053,1950,1765.0116,0.0915,Interbedded sand and mud 
98.5228,3.754,0.0392,0.9744,0.1454,1950,1765.0116,0.0915,Interbedded sand and mud 
98.6752,3.612,0.0421,0.9117,0.1246,1950,1765.0116,0.0915,Interbedded sand and mud 
98.8276,3.3386,0.0428,0.8197,0.1379,1950,1765.0116,0.0915,Interbedded sand and mud 
98.98,4,0.0493,0.9939,0.0971,1950,1765.0116,0.0915,Interbedded sand and mud 
99.1324,4.7448,0.0787,1.0606,0.1797,1950,1765.0116,0.0915,Interbedded sand and mud 
99.2848,5.5702,0.092,1.2477,0.2142,1950,1765.0116,0.0915,Interbedded sand and mud 
99.4372,5.7068,0.0981,1.2553,0.2129,1950,1765.0116,0.0915,Interbedded sand and mud 
99.5896,5.3369,0.0938,1.1624,0.1315,1950,1765.0116,0.0915,Interbedded sand and mud 
99.742,5.0978,0.0911,1.1015,0.1459,1950,1765.0116,0.0915,Interbedded sand and mud 
99.8944,5.95,0.1107,1.2597,0.0932,1950,1765.0116,0.0915,Interbedded sand and mud 
100.0468,7.3985,0.1251,1.6402,-0.0269,1950,1765.0116,0.0915,Interbedded sand and mud 
100.1992,7.0718,0.1029,1.6652,0.1025,1950,1765.0116,0.0915,Interbedded sand and mud 
100.3516,8.3915,0.1409,1.8661,0.019,1950,1765.0116,0.0915,Interbedded sand and mud 
100.504,7.7447,0.138,1.6754,0.0605,1950,1765.0116,0.0915,Interbedded sand and mud 
100.6564,6.5322,0.1377,1.2885,0.1528,1950,1765.0116,0.0915,Interbedded sand and mud 
100.8088,5.6712,0.1217,1.1062,0.1457,1950,1765.0116,0.0915,Interbedded sand and mud 
100.9612,5.7651,0.1445,1.0024,0.1996,1950,1765.0116,0.0915,Interbedded sand and mud 
101.1136,5.5361,0.1422,0.9428,0.1407,1950,1765.0116,0.0915,Interbedded sand and mud 
101.266,5.9871,0.1677,0.938,0.1111,1950,1765.0116,0.0915,Interbedded sand and mud 
101.4184,6.2073,0.1812,0.9293,0.0801,1950,1765.0116,0.0915,Interbedded sand and mud 
101.5708,6.1386,0.1859,0.88,0.1711,1950,1765.0116,0.0915,Interbedded sand and mud 
101.7232,6.3492,0.1982,0.8754,0.174,1950,1765.0116,0.0915,Interbedded sand and mud 
101.8756,6.8656,0.2221,0.901,0.1328,1950,1765.0116,0.0915,Interbedded sand and mud 
102.028,6.8922,0.2203,0.9202,0.159,1950,1765.0116,0.0915,Interbedded sand and mud 
102.1804,6.9122,0.2112,0.9801,0.1445,1950,1765.0116,0.0915,Interbedded sand and mud 
102.3328,7.1468,0.2126,1.0471,0.0798,1950,1765.0116,0.0915,Interbedded sand and mud 
102.4852,7.5369,0.2193,1.1329,0.0002,1950,1765.0116,0.0915,Interbedded sand and mud 
102.6376,7.8055,0.2277,1.1698,-0.0527,1950,1765.0116,0.0915,Interbedded sand and mud 
102.79,8.0114,0.2192,1.2858,-0.0517,1950,1765.0116,0.0915,Interbedded sand and mud 
102.9424,7.3979,0.1821,1.306,-0.0189,1950,1765.0116,0.0915,Interbedded sand and mud 
103.0948,6.0613,0.1315,1.1735,0.016,1950,1765.0116,0.0915,Interbedded sand and mud 
103.2472,4.0438,0.0805,0.8254,0.0672,1950,1765.0116,0.0915,Interbedded sand and mud 
103.3996,3.3621,0.0545,0.7592,0.124,1950,1765.0116,0.0915,Interbedded sand and mud 
103.552,3.6857,0.0478,0.9023,0.0978,1950,1765.0116,0.0915,Interbedded sand and mud 
103.7044,4.0463,0.0494,1.0084,0.1235,1950,1765.0116,0.0915,Interbedded sand and mud 
103.8568,3.9922,0.0346,1.0776,0.2164,1950,1765.0116,0.0915,Interbedded sand and mud 
104.0092,3.7733,0.0198,1.0943,0.3206,1950,1765.0116,0.0915,Interbedded sand and mud 
104.1616,3.2221,0.0043,1.0082,0.3382,1950,1765.0116,0.0915,Interbedded sand and mud 
104.314,3.099,-0.0176,1.0965,0.3639,1950,1765.0116,0.0915,Interbedded sand and mud 
104.4664,3.8956,0.0077,1.2038,0.2638,1950,1765.0116,0.0915,Interbedded sand and mud 
104.6188,3.6716,0.0196,1.0623,0.2324,1950,1765.0116,0.0915,Interbedded sand and mud 
104.7712,3.4674,0.025,0.9655,0.1144,1950,1765.0116,0.0915,Interbedded sand and mud 
104.9236,3.1387,0.0403,0.7704,0.0582,1950,1765.0116,0.0915,Interbedded sand and mud 
105.076,3.4366,0.053,0.7914,0.0673,1950,1765.0116,0.0915,Interbedded sand and mud 
105.2284,3.38,0.0619,0.7213,0.1271,1950,1765.0116,0.0915,Interbedded sand and mud 
105.3808,3.9806,0.0708,0.8621,0.0611,1950,1765.0116,0.0915,Interbedded sand and mud 
105.5332,4.5649,0.0934,0.917,0.0554,1950,1765.0116,0.0915,Interbedded sand and mud 
105.6856,5.4367,0.0974,1.1731,0.0156,1950,1765.0116,0.0915,Interbedded sand and mud 
105.838,5.9568,0.1047,1.2969,0.0666,1950,1765.0116,0.0915,Interbedded sand and mud 
105.9904,6.4073,0.1199,1.3524,0.0981,1950,1765.0116,0.0915,Interbedded sand and mud 
106.2952,6.3102,0.1265,1.2828,0.1035,1950,1765.0116,0.0915,Interbedded sand and mud 
106.4476,7.9722,0.1518,1.6675,0.0193,1950,1765.0116,0.0915,Interbedded sand and mud 
106.6,8.0647,0.1499,1.7085,0.0941,1950,1765.0116,0.0915,Interbedded sand and mud 
106.7524,8.2941,0.1503,1.7795,0.1404,1950,1765.0116,0.0915,Interbedded clay and mud
106.9048,8.4833,0.1549,1.8134,0.2137,1950,1765.0116,0.0915,Interbedded clay and mud
107.0572,8.9508,0.1614,1.9249,0.2726,1950,1765.0116,0.0915,Interbedded clay and mud
107.2096,9.2463,0.1586,2.0362,0.2664,1950,1765.0116,0.0915,Interbedded clay and mud
107.362,8.6746,0.1527,1.8875,0.2231,1950,1765.0116,0.0915,Interbedded clay and mud
107.5144,7.8618,0.1453,1.6705,0.2453,1950,1765.0116,0.0915,Interbedded clay and mud
107.6668,6.6569,0.1227,1.416,0.3506,1950,1765.0116,0.0915,Interbedded clay and mud
107.8192,6.5066,0.1231,1.3658,0.439,1950,1765.0116,0.0915,Interbedded clay and mud
107.9716,5.8211,0.1207,1.1601,0.5419,1950,1765.0116,0.0915,Interbedded clay and mud
108.124,6.4339,0.1472,1.2015,0.645,1950,1765.0116,0.0915,Interbedded clay and mud
108.2764,7.6728,0.1865,1.3684,0.7539,1950,1765.0116,0.0915,Interbedded clay and mud
108.4288,8.2871,0.2222,1.3564,0.8933,1950,1765.0116,0.0915,Interbedded clay and mud
108.5812,9.0683,0.2669,1.3451,0.9665,1950,1765.0116,0.0915,Interbedded clay and mud
108.7336,8.6911,0.2682,1.2169,0.9666,1950,1765.0116,0.0915,Interbedded clay and mud
108.886,9.4419,0.297,1.289,0.9598,1950,1765.0116,0.0915,Interbedded clay and mud
109.0384,12.485,0.4085,1.6115,1.3863,1950,1765.0116,0.0915,Interbedded clay and mud
109.1908,18.4492,0.6014,2.3946,1.9813,1950,1950,0.3193,Interbedded clay and mud
109.3432,27.0993,0.8505,3.7101,2.1902,1950,1950,0.7611,Interbedded sand and mud 
109.4956,30.4329,0.8779,4.6187,2.2228,0.3399,1950,0.6913,Interbedded sand and mud 
109.648,30.5022,0.8598,4.7466,2.2824,0.3473,335.1299,0.697,Interbedded sand and mud 
109.8004,30.3668,0.8528,4.7446,2.2461,0.3822,1.5265,0.6589,Sandy Mud
109.9528,30.9318,0.8754,4.7933,2.2758,0.4263,0.8342,0.6442,Sandy Mud
110.1052,32.1149,0.9039,5.0061,2.3257,0.4995,0.631,0.6857,Sandy Mud
110.2576,33.3448,0.9107,5.3606,2.2957,0.6514,0.5835,0.7954,Sandy Mud
110.41,34.1089,0.9143,5.584,2.2196,0.9625,0.6242,0.9836,Sandy Mud
110.5624,34.0998,0.9147,5.5789,2.1246,1.008,0.7639,1.0301,Sandy Mud
110.7148,32.9926,0.8938,5.3461,2.0923,1.0518,1.0094,1.0134,Sandy Mud
110.8672,33.2957,0.9004,5.4051,1.9534,1.0943,1.3277,1.0363,Sandy Mud
111.0196,35.2369,0.942,5.784,1.7618,1.1215,1.588,1.021,Mud
111.172,37.3679,0.9907,6.1818,1.7039,1.1201,1.6369,0.8693,Mud
111.3244,37.8009,0.993,6.3072,1.9235,1.0893,1.4218,0.8179,Mud
111.4768,36.3515,0.9709,5.9721,1.8808,1.0439,1.2148,0.7741,Mud
111.6292,36.5316,0.989,5.9238,1.8207,0.9976,1.0849,0.7242,Mud
111.7816,37.1677,1.0016,6.054,1.7552,0.9588,1.0276,0.6953,Mud
111.934,38.5593,0.999,6.5152,1.598,0.934,1.0298,0.6799,Mud
112.0864,41.4206,1.0029,7.4098,1.2836,0.9264,1.0754,0.6536,Marl
112.2388,41.0352,1.007,7.2626,1.1572,0.933,1.1423,0.6585,Mud
112.3912,39.7434,0.9729,7.0479,1.2263,0.9512,1.1884,0.6698,Mud
112.5436,40.465,0.9755,7.2641,1.0752,0.9711,1.1976,0.6938,Marl
112.696,41.4485,1.0079,7.3897,0.9561,0.9874,1.172,0.7155,Marl
112.8484,41.5885,1.0371,7.2639,1.0316,0.9976,1.1228,0.7074,Mud
113.0008,41.1547,1.0301,7.1656,1.249,1.0011,1.0672,0.654,Mud
113.1532,40.4967,1.0526,6.8231,1.3731,0.9976,1.0275,0.6906,Mud
113.3056,40.3108,1.0583,6.7297,1.1902,0.9904,1.0155,0.6191,Mud
113.458,40.2661,1.0729,6.6299,0.9432,0.9834,1.0271,0.627,Mud
113.6104,40.2999,1.0967,6.5016,0.8307,0.979,1.0579,0.6607,Mud
113.7628,40.1138,1.1138,6.3419,0.9215,0.9793,1.1012,0.6679,Mud
113.9152,39.1668,1.103,6.1014,1.1327,0.9856,1.148,0.6615,Mud
114.0676,37.8723,1.1381,5.481,1.4996,1.0039,1.1835,0.6685,Sandy Mud
114.22,37.5531,1.1371,5.3843,1.5666,1.0307,1.2014,0.6857,Sandy Mud
114.3724,38.0904,1.1527,5.465,1.5144,1.0629,1.2072,0.6958,Sandy Mud
114.5248,38.45,1.1708,5.4745,1.5524,1.1001,1.208,0.7123,Sandy Mud
114.6772,37.9258,1.157,5.3875,1.7569,1.1427,1.2115,0.7456,Sandy Mud
114.8296,36.8183,1.0824,5.4687,1.9718,1.1916,1.2252,0.7862,Sandy Mud
114.982,36.0657,1.0665,5.3207,1.9501,1.2419,1.2599,0.7829,Sandy Mud
115.1344,33.8712,0.9611,5.2342,1.8403,1.2819,1.3131,0.8231,Sandy Mud
115.2868,31.2355,0.8568,4.9994,1.8359,1.3085,1.379,0.8775,Sandy Mud
115.4392,28.1609,0.747,4.6563,1.9019,1.3226,1.4493,0.9355,Sandy Mud
115.744,24.0811,0.6069,4.1688,2.0762,1.3301,1.5581,0.9487,Sandy Mud
115.8964,23.9896,0.586,4.2615,1.754,1.33,1.5501,0.96,Marl
116.0488,26.6126,0.6292,4.8498,1.68,1.3101,1.4676,1.0333,Marl
116.2012,26.6624,0.6669,4.645,1.8277,1.2451,1.3393,0.8143,Marl
116.3536,28.9309,0.7242,5.0369,1.9077,1.1896,1.2144,0.721,Sandy Mud
116.506,29.2335,0.7498,4.9841,1.804,1.1794,1.1288,0.6678,Sandy Mud
116.6584,29.3344,0.7539,4.9923,1.6505,1.1657,1.0959,0.6568,Marl
116.8108,30.6878,0.7742,5.3073,1.5856,1.1579,1.1131,0.6306,Mud
116.9632,29.82,0.788,4.9487,1.5198,1.1692,1.168,0.6635,Sandy Mud
117.1156,25.2998,0.7041,3.9902,1.4793,1.1866,1.2442,0.7837,Sandy Mud
117.268,19.6824,0.6039,2.7754,1.3317,1.2148,1.3252,0.954,Sandy Mud
117.4204,15.6209,0.4677,2.2708,1.1171,1.2536,1.3975,0.8728,Sandy Mud
117.5728,14.9051,0.4391,2.2089,1.1408,1.3006,1.4502,0.8724,Sandy Mud
117.7252,13.8835,0.4273,1.9502,1.2857,1.3455,1.4752,0.8852,Mud
117.8776,16.527,0.4786,2.4971,1.4017,1.364,1.4679,0.8906,Marl
118.03,18.6661,0.5508,2.7607,1.7359,1.3546,1.4305,0.8466,Marl
118.1824,19.4389,0.562,2.9428,2.1214,1.3272,1.3762,0.8474,Mud
118.3348,22.2075,0.6154,3.518,2.0663,1.2987,1.3218,0.8291,Sandy Mud
118.4872,23.9889,0.6837,3.6893,1.9784,1.2661,1.2767,0.7193,Sandy Mud
118.6396,24.192,0.6882,3.7279,1.807,1.2202,1.2399,0.6493,Sandy Mud
118.792,25.6072,0.7305,3.9343,1.8881,1.1778,1.2069,0.6567,Sandy Mud
118.9444,25.8948,0.7202,4.0867,1.7135,1.1423,1.1731,0.6485,Sandy Mud
119.0968,27.2788,0.7744,4.2134,1.5575,1.1273,1.1365,0.6134,Sandy Mud
119.2492,26.9925,0.8155,3.8809,1.2908,1.1189,1.099,0.6129,Sandy Mud
119.4016,28.0622,0.8677,3.918,1.2586,1.1081,1.0668,0.5981,Sandy Mud
119.554,28.6093,0.8918,3.9527,1.4123,1.096,1.0424,0.6803,Sandy Mud
119.7064,29.7239,0.9212,4.1377,1.276,1.0867,1.0221,0.6298,Sandy Mud
119.8588,28.3197,0.8727,3.9713,1.1836,1.0749,0.9995,0.5286,Sandy Mud
120.0112,26.6897,0.8607,3.5192,1.1285,1.058,0.9727,0.5868,Sandy Mud
120.1636,23.1373,0.7414,3.0786,1.2284,1.0316,0.9467,0.473,Sandy Mud
120.316,21.6287,0.6894,2.899,1.2229,1.0312,0.9315,0.6008,Sandy Mud
120.4684,22.045,0.7029,2.9538,1.0626,1.0444,0.9346,0.5195,Sandy Mud
120.6208,22.159,0.7158,2.9149,1.1894,1.0451,0.9548,0.4813,Sandy Mud
120.7732,24.2478,0.768,3.2791,1.2416,1.0429,0.9844,0.4965,Sandy Mud
120.9256,27.3231,0.8433,3.8243,1.3337,1.044,1.0172,0.586,Sandy Mud
121.078,29.7677,0.8995,4.2786,1.3481,1.052,1.0491,0.5986,Sandy Mud
122.2972,31.7466,0.9027,4.8948,1.3062,1.2877,1.6073,0.8311,Sandy Mud
122.4496,34.6744,0.9022,5.8364,1.2043,1.3108,1.5787,1.0258,Mud
122.602,35.3645,0.8936,6.1079,1.2816,1.3042,1.4982,1.0712,Mud
122.7544,37.579,0.9597,6.4312,1.5147,1.279,1.4131,1.0288,Mud
122.9068,37.7795,0.9196,6.7302,1.6595,1.2691,1.3413,0.9222,Mud
123.0592,42.109,1.0347,7.4447,1.5049,1.2723,1.2794,0.7407,Mud
123.2116,40.5565,1.0537,6.8356,1.5531,1.2591,1.2066,0.6429,Mud
123.364,37.7033,0.9739,6.3878,1.5114,1.1982,1.1515,0.617,Mud
123.5164,34.2512,0.8677,5.9027,1.2559,1.1476,1.1243,0.6972,Mud
123.6688,34.3741,0.8319,6.1519,1.1069,1.1339,1.1225,0.6839,Mud
123.8212,34.6143,0.8605,6.0611,1.2391,1.132,1.127,0.6554,Mud
123.9736,33.1395,0.8606,5.5881,1.5047,1.1314,1.1316,0.6991,Mud
124.126,31.9142,0.8126,5.4758,1.4717,1.1374,1.1372,0.6588,Mud
124.2784,30.78,0.7919,5.2337,1.6124,1.1389,1.1415,0.6932,Mud
124.4308,31.2841,0.8164,5.2516,1.7729,1.1348,1.1442,0.68,Sandy Mud
124.5832,30.988,0.8162,5.1582,1.8977,1.1461,1.149,0.6591,Sandy Mud
124.7356,29.6811,0.7727,4.9933,1.8338,1.158,1.1617,0.6238,Sandy Mud
124.888,26.992,0.7209,4.4348,1.9136,1.1682,1.1824,0.635,Sandy Mud
125.0404,27.5008,0.7333,4.5253,1.9343,1.1783,1.2054,0.6598,Sandy Mud
125.3452,31.2914,0.7587,5.5919,1.9017,1.2004,1.2478,0.7788,Mud
125.4976,30.9383,0.7821,5.3416,1.8301,1.2108,1.2666,0.7992,Sandy Mud
125.65,31.1554,0.7932,5.3464,1.8448,1.2206,1.2841,0.775,Sandy Mud
125.8024,35.3645,0.8498,6.3643,1.3424,1.224,1.2952,0.7453,Mud
125.9548,33.4543,0.8193,5.9309,1.4085,1.2254,1.2925,0.7843,Mud
126.1072,32.4978,0.8,5.7368,1.3564,1.2274,1.2732,0.7879,Mud
126.2596,32.5945,0.7988,5.775,1.2813,1.2262,1.2497,0.7892,Mud
126.412,29.4558,0.7393,5.1167,1.5054,1.2246,1.2359,0.7252,Mud
126.5644,28.1801,0.7881,4.422,1.4572,1.2213,1.2368,0.7691,Sandy Mud
126.7168,26.4246,0.7299,4.1996,1.3775,1.2157,1.2422,0.7374,Sandy Mud
126.8692,29.2337,0.7302,5.099,1.2411,1.2107,1.2411,0.7246,Mud
127.0216,31.4712,0.7357,5.784,1.1038,1.2069,1.2313,0.7419,Mud
127.174,30.3935,0.7375,5.4281,1.633,1.1998,1.2177,0.782,Mud
127.3264,32.3246,0.7659,5.8807,1.5253,1.1969,1.205,0.7654,Mud
127.4788,31.4016,0.7517,5.6681,1.4867,1.1982,1.1971,0.7117,Mud
127.6312,33.9058,0.8474,5.9108,1.3593,1.2022,1.1967,0.7057,Mud
127.7836,31.2707,0.7906,5.3987,1.3059,1.2068,1.2045,0.7529,Mud
127.936,36.3377,0.9327,6.1915,1.1865,1.2076,1.219,0.7068,Mud
128.0884,35.778,0.8507,6.492,1.1551,1.21,1.2363,0.7684,Mud
128.2408,39.4556,0.9259,7.231,1.1173,1.215,1.2513,0.7891,Marl
128.3932,38.7974,0.9447,6.9098,0.9767,1.2208,1.2597,0.8037,Mud
128.5456,38.3851,0.957,6.7054,1.0363,1.2284,1.2617,0.8164,Mud
128.698,36.2256,0.9424,6.0983,1.287,1.2405,1.2617,0.794,Mud
128.8504,37.6215,1.0078,6.1635,1.3578,1.254,1.2668,0.8441,Mud
129.0028,40.2656,1.085,6.5588,1.491,1.2922,1.2849,0.754,Mud
129.1552,41.0369,1.1033,6.6993,1.4737,1.3703,1.3206,0.7607,Mud
129.3076,39.3134,1.0766,6.3027,1.6502,1.4855,1.3683,0.7872,Mud
129.46,37.4824,1.0301,5.9879,1.6114,1.5661,1.4159,0.7913,Mud
129.6124,34.5398,0.8942,5.8403,1.9238,1.6052,1.4607,0.7889,Mud
129.7648,34.0123,0.8709,5.8077,1.7715,1.6202,1.5161,0.9087,Mud
129.9172,34.2897,0.9135,5.6471,1.8591,1.6252,1.5926,1.2271,Sandy Mud
130.0696,35.3328,0.8735,6.2155,1.8164,1.6204,1.6655,1.5185,Mud
130.222,36.7682,0.8475,6.8283,1.9693,1.614,1.6644,0.8666,Mud
